GDC_Aliquot	Chromosome	Start	End	Num_Probes	Segment_Mean
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	6	24325581	24326057	2	-1.6785
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	6	24328478	29903859	3047	0.1724
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	6	29906865	29928196	8	-1.1045
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	6	29931120	31313046	649	0.1698
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	6	31318499	31328674	11	-1.4209
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	6	31342147	32485152	501	0.158
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	6	32486498	32533522	15	1.662
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	6	32540699	54066269	13739	0.1568
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	6	54066286	54067057	8	1.6783
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	6	54070550	65000836	4465	0.1498
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	6	65001506	65003899	3	-3.4962
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	6	65007491	65689589	458	0.1602
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	6	65689644	65693959	22	-0.8683
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	6	65697234	66328153	416	0.1794
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	6	66331020	66334366	15	0.6885
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	6	66334490	78259388	7782	0.1497
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	6	78261980	78345489	127	0.429
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	6	78345519	93765426	9889	0.1406
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	6	93768888	95386776	784	0.2509
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	6	95388284	103286954	4780	0.1166
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	6	103290101	103314186	46	-1.0271
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	6	103317795	159508621	36131	0.1381
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	6	159509124	159645411	112	-0.7911
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	6	159646255	159685171	22	0.0902
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	6	159691062	160823327	788	-0.7884
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	6	160827059	170741917	7103	0.162
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	7	43355	10599184	6501	0.185
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	7	10599205	11274214	473	0.1213
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	7	11276079	11283396	20	0.5931
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	7	11283409	17185848	4860	0.1422
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	7	17185983	17775778	471	0.2543
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	7	17776436	18999826	957	0.1234
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	7	18999890	19619410	683	0.237
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	7	19620509	38239282	13382	0.1492
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	7	38244142	38351764	128	0.3337
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	7	38352435	38356875	3	-1.4358
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	7	38361356	52095202	9332	0.1547
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	7	52095385	52095442	2	-1.6488
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	7	52095917	55637873	2756	0.1398
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	7	55638360	77093078	7341	0.2019
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	7	77105116	85444314	5701	0.142
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	7	85445834	85589787	91	0.3486
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	7	85590279	88720655	1781	0.1219
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	7	88725062	90146435	941	0.2111
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	7	90147096	90147556	3	-1.4835
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	7	90147717	91578827	1009	0.1588
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	7	91589569	91589817	3	-1.457
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	7	91595717	91728554	96	0.142
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	7	91728979	91729474	5	1.0545
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	7	91729639	97766148	3742	0.1353
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	7	97766150	97773163	15	-1.8352
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	7	97774928	113505196	8981	0.1734
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	7	113507462	115942028	1296	0.1121
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	7	115943403	115947168	7	-1.2322
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	7	115961277	128248636	7615	0.1344
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	7	128249611	155186595	16966	0.169
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	7	155187078	155352280	97	-0.2549
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	7	155355451	158324903	1898	0.1921
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	7	158335896	158339473	2	2.2838
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	7	158344294	159334314	633	0.1792
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	8	81254	643041	320	-0.7008
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	8	644944	645908	10	0.5415
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	8	656117	1418561	557	-0.7435
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	8	1418902	1419436	3	-2.4179
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	8	1419522	1536077	99	-0.722
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	8	1536169	1538672	5	-3.0467
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	8	1539441	1855753	226	-0.7666
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	8	1858768	2157903	287	-0.9514
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	8	2159625	5746485	4483	-0.7319
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	8	5746778	5746805	2	-3.6489
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	8	5746973	11987815	4946	-0.741
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	8	11987997	12695342	94	-0.3281
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	8	12697234	25114672	10329	-0.7429
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	8	25116928	25133759	31	-0.0629
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	8	25133774	38430945	8471	-0.7344
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	8	38432841	38472425	74	-0.3823
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	8	38472684	39372664	432	-0.7289
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	8	39372806	39529446	60	0.3303
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	8	39530780	43931659	2578	-0.7128
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	8	45951913	46014827	9	0.9742
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	8	46015465	55617808	5639	0.6904
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	8	55621939	63936079	5409	1.1412
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	8	63936340	63936561	6	2.1398
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	8	63936953	66619261	1441	1.1276
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	8	66621271	67338193	256	1.2515
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	8	67342575	70040504	1849	1.1156
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	8	70041692	70042441	4	0.0515
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	8	70042470	92007424	13018	1.1416
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	8	92007733	92007901	4	-0.0383
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	8	92008360	105932301	8541	1.1375
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	8	105945597	106378098	272	1.2703
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	8	106378113	111279265	2964	1.1309
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	8	111282050	111283031	10	2.4147
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	8	111288052	111983421	349	1.1332
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	8	111983454	111983672	5	0.2183
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	8	111983691	114622438	1471	1.1089
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	8	114622478	114629502	31	0.2996
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	8	114638468	114859222	144	1.2474
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	8	114859606	133158243	12902	1.1192
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	8	133160540	133161244	11	1.8784
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	8	133161292	139988447	5656	1.1206
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	8	139989026	143227622	1711	1.1899
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	8	143227655	143228447	8	0.1952
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	8	143232207	145072769	631	1.1968
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	9	46587	1320351	1311	-0.174
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	9	1320872	1330872	11	-0.9457
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	9	1331350	41451846	29891	-0.1998
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	9	41473331	42546668	68	-0.5126
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	9	42566207	42720266	14	0.2785
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	9	42726239	42752837	8	-0.8889
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	9	42756374	61405110	35	-0.0713
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	9	61520021	61647899	30	0.4676
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	9	61665362	63580418	38	-0.4486
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	9	63590317	63590323	4	2.5099
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	9	63590325	64480578	52	-0.0669
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	9	64493528	72928564	3494	-0.2016
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	9	72928923	82997618	7123	-0.2248
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	9	82997915	110262509	19347	-0.1915
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	9	110265889	110270398	3	-2.0547
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	9	110273504	127445170	12300	-0.1942
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	9	127445801	133059798	3288	-0.1436
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	9	133061625	133082053	11	0.7241
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	9	133090275	137361190	1989	-0.1495
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	9	137361266	137361381	2	-1.8967
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	9	137378551	138200944	406	-0.1378
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	10	45792	4951777	4292	-0.2061
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	10	4954039	4959834	3	-1.6763
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	10	4960326	4982202	11	-0.2135
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	10	4982646	5096770	77	-0.7773
37e0f3fd-e3ba-47d8-a0ca-eb390033ab1a	10	5096811	5097694	6	-1.2951
